Этап;Параметр;Наименование;Измерено;Единица;Нижняя граница;Верхняя граница;Результат;Атрибуты
"yalk_channels";"ubsi.yalk.channel.33.0";"ЯЛК адрес 33 · 0.000000 В";-0.0631117;"В";-0.0860007;-0.0240007;"OK";"absolute_error_v=0.008111; analog_code=116.687500; channel=30; channel_count=80; channel_index=30; command_v=0.000000; lower_limit_v=-0.086001; point_count=3; point_index=1; raw=116.687500; reduced_error_percent=0.130823; scan_order=channel_major; section=YALK; ulk_address=33; upper_limit_v=-0.024001; v7_v=-0.055001; yalk_v=-0.063112"
"yalk_channels";"ubsi.yalk.channel.33.1";"ЯЛК адрес 33 · 3.100000 В";3.00509;"В";2.97687;3.03887;"OK";"absolute_error_v=0.002784; analog_code=511.687500; channel=30; channel_count=80; channel_index=30; command_v=3.100000; lower_limit_v=2.976874; point_count=3; point_index=2; raw=1535.687500; reduced_error_percent=0.044902; scan_order=channel_major; section=YALK; ulk_address=33; upper_limit_v=3.038874; v7_v=3.007874; yalk_v=3.005090"
"yalk_channels";"ubsi.yalk.channel.33.2";"ЯЛК адрес 33 · 6.200000 В";6.0495;"В";6.03279;6.09479;"OK";"absolute_error_v=0.014286; analog_code=903.625000; channel=30; channel_count=80; channel_index=30; command_v=6.200000; lower_limit_v=6.032789; point_count=3; point_index=3; raw=1927.625000; reduced_error_percent=0.230420; scan_order=channel_major; section=YALK; ulk_address=33; upper_limit_v=6.094789; v7_v=6.063789; yalk_v=6.049503"
"yalk_channels";"ubsi.yalk.channel.34.0";"ЯЛК адрес 34 · 0.000000 В";-0.138846;"В";-0.166471;-0.104471;"OK";"absolute_error_v=0.003375; analog_code=106.937500; channel=31; channel_count=80; channel_index=31; command_v=0.000000; lower_limit_v=-0.166471; point_count=3; point_index=1; raw=106.937500; reduced_error_percent=0.054433; scan_order=channel_major; section=YALK; ulk_address=34; upper_limit_v=-0.104471; v7_v=-0.135471; yalk_v=-0.138846"
"yalk_channels";"ubsi.yalk.channel.34.1";"ЯЛК адрес 34 · 3.100000 В";2.88081;"В";2.86167;2.92367;"OK";"absolute_error_v=0.011866; analog_code=495.687500; channel=31; channel_count=80; channel_index=31; command_v=3.100000; lower_limit_v=2.861674; point_count=3; point_index=2; raw=1519.687500; reduced_error_percent=0.191385; scan_order=channel_major; section=YALK; ulk_address=34; upper_limit_v=2.923674; v7_v=2.892674; yalk_v=2.880808"
"yalk_channels";"ubsi.yalk.channel.34.2";"ЯЛК адрес 34 · 6.200000 В";5.91697;"В";5.89216;5.95416;"OK";"absolute_error_v=0.006195; analog_code=886.562500; channel=31; channel_count=80; channel_index=31; command_v=6.200000; lower_limit_v=5.892164; point_count=3; point_index=3; raw=1910.562500; reduced_error_percent=0.099926; scan_order=channel_major; section=YALK; ulk_address=34; upper_limit_v=5.954164; v7_v=5.923164; yalk_v=5.916968"
"yalk_channels";"ubsi.yalk.channel.35.0";"ЯЛК адрес 35 · 0.000000 В";-0.0669955;"В";-0.0906234;-0.0286234;"OK";"absolute_error_v=0.007372; analog_code=116.187500; channel=32; channel_count=80; channel_index=32; command_v=0.000000; lower_limit_v=-0.090623; point_count=3; point_index=1; raw=116.187500; reduced_error_percent=0.118905; scan_order=channel_major; section=YALK; ulk_address=35; upper_limit_v=-0.028623; v7_v=-0.059623; yalk_v=-0.066996"
"yalk_channels";"ubsi.yalk.channel.35.1";"ЯЛК адрес 35 · 3.100000 В";2.9478;"В";2.9239;2.9859;"OK";"absolute_error_v=0.007097; analog_code=504.312500; channel=32; channel_count=80; channel_index=32; command_v=3.100000; lower_limit_v=2.923900; point_count=3; point_index=2; raw=1528.312500; reduced_error_percent=0.114460; scan_order=channel_major; section=YALK; ulk_address=35; upper_limit_v=2.985900; v7_v=2.954900; yalk_v=2.947804"
"yalk_channels";"ubsi.yalk.channel.35.2";"ЯЛК адрес 35 · 6.200000 В";5.97037;"В";5.94859;6.01059;"OK";"absolute_error_v=0.009224; analog_code=893.437500; channel=32; channel_count=80; channel_index=32; command_v=6.200000; lower_limit_v=5.948594; point_count=3; point_index=3; raw=1917.437500; reduced_error_percent=0.148772; scan_order=channel_major; section=YALK; ulk_address=35; upper_limit_v=6.010594; v7_v=5.979594; yalk_v=5.970370"
"yalk_channels";"ubsi.yalk.channel.36.0";"ЯЛК адрес 36 · 0.000000 В";-0.145157;"В";-0.176083;-0.114083;"OK";"absolute_error_v=0.000074; analog_code=106.125000; channel=33; channel_count=80; channel_index=33; command_v=0.000000; lower_limit_v=-0.176083; point_count=3; point_index=1; raw=106.125000; reduced_error_percent=0.001187; scan_order=channel_major; section=YALK; ulk_address=36; upper_limit_v=-0.114083; v7_v=-0.145083; yalk_v=-0.145157"
"yalk_channels";"ubsi.yalk.channel.36.1";"ЯЛК адрес 36 · 3.100000 В";2.87304;"В";2.84842;2.91042;"OK";"absolute_error_v=0.006376; analog_code=494.687500; channel=33; channel_count=80; channel_index=33; command_v=3.100000; lower_limit_v=2.848417; point_count=3; point_index=2; raw=1518.687500; reduced_error_percent=0.102846; scan_order=channel_major; section=YALK; ulk_address=36; upper_limit_v=2.910417; v7_v=2.879417; yalk_v=2.873040"
"yalk_channels";"ubsi.yalk.channel.36.2";"ЯЛК адрес 36 · 6.200000 В";5.90435;"В";5.88492;5.94692;"OK";"absolute_error_v=0.011572; analog_code=884.937500; channel=33; channel_count=80; channel_index=33; command_v=6.200000; lower_limit_v=5.884918; point_count=3; point_index=3; raw=1908.937500; reduced_error_percent=0.186650; scan_order=channel_major; section=YALK; ulk_address=36; upper_limit_v=5.946918; v7_v=5.915918; yalk_v=5.904346"
"yalk_channels";"ubsi.yalk.channel.37.0";"ЯЛК адрес 37 · 0.000000 В";-0.0344687;"В";-0.0549947;0.00700533;"OK";"absolute_error_v=0.010474; analog_code=120.375000; channel=34; channel_count=80; channel_index=34; command_v=0.000000; lower_limit_v=-0.054995; point_count=3; point_index=1; raw=120.375000; reduced_error_percent=0.168936; scan_order=channel_major; section=YALK; ulk_address=37; upper_limit_v=0.007005; v7_v=-0.023995; yalk_v=-0.034469"
"yalk_channels";"ubsi.yalk.channel.37.1";"ЯЛК адрес 37 · 3.100000 В";3.00315;"В";2.98017;3.04217;"OK";"absolute_error_v=0.008027; analog_code=511.437500; channel=34; channel_count=80; channel_index=34; command_v=3.100000; lower_limit_v=2.980174; point_count=3; point_index=2; raw=1535.437500; reduced_error_percent=0.129462; scan_order=channel_major; section=YALK; ulk_address=37; upper_limit_v=3.042174; v7_v=3.011174; yalk_v=3.003148"
"yalk_channels";"ubsi.yalk.channel.37.2";"ЯЛК адрес 37 · 6.200000 В";6.03008;"В";6.01268;6.07468;"OK";"absolute_error_v=0.013599; analog_code=901.125000; channel=34; channel_count=80; channel_index=34; command_v=6.200000; lower_limit_v=6.012683; point_count=3; point_index=3; raw=1925.125000; reduced_error_percent=0.219345; scan_order=channel_major; section=YALK; ulk_address=37; upper_limit_v=6.074683; v7_v=6.043683; yalk_v=6.030084"
"yalk_channels";"ubsi.yalk.channel.38.0";"ЯЛК адрес 38 · 0.000000 В";-0.0631117;"В";-0.0905833;-0.0285833;"OK";"absolute_error_v=0.003528; analog_code=116.687500; channel=35; channel_count=80; channel_index=35; command_v=0.000000; lower_limit_v=-0.090583; point_count=3; point_index=1; raw=116.687500; reduced_error_percent=0.056910; scan_order=channel_major; section=YALK; ulk_address=38; upper_limit_v=-0.028583; v7_v=-0.059583; yalk_v=-0.063112"
"yalk_channels";"ubsi.yalk.channel.38.1";"ЯЛК адрес 38 · 3.100000 В";2.9813;"В";2.95503;3.01703;"OK";"absolute_error_v=0.004728; analog_code=508.625000; channel=35; channel_count=80; channel_index=35; command_v=3.100000; lower_limit_v=2.955029; point_count=3; point_index=2; raw=1532.625000; reduced_error_percent=0.076259; scan_order=channel_major; section=YALK; ulk_address=38; upper_limit_v=3.017029; v7_v=2.986029; yalk_v=2.981301"
"yalk_channels";"ubsi.yalk.channel.38.2";"ЯЛК адрес 38 · 6.200000 В";6.01795;"В";5.99726;6.05926;"OK";"absolute_error_v=0.010317; analog_code=899.562500; channel=35; channel_count=80; channel_index=35; command_v=6.200000; lower_limit_v=5.997264; point_count=3; point_index=3; raw=1923.562500; reduced_error_percent=0.166400; scan_order=channel_major; section=YALK; ulk_address=38; upper_limit_v=6.059264; v7_v=6.028264; yalk_v=6.017947"
"yalk_channels";"ubsi.yalk.channel.39.0";"ЯЛК адрес 39 · 0.000000 В";-0.0451492;"В";-0.0729521;-0.0109521;"OK";"absolute_error_v=0.003197; analog_code=119.000000; channel=36; channel_count=80; channel_index=36; command_v=0.000000; lower_limit_v=-0.072952; point_count=3; point_index=1; raw=119.000000; reduced_error_percent=0.051565; scan_order=channel_major; section=YALK; ulk_address=39; upper_limit_v=-0.010952; v7_v=-0.041952; yalk_v=-0.045149"
"yalk_channels";"ubsi.yalk.channel.39.1";"ЯЛК адрес 39 · 3.100000 В";2.98082;"В";2.96084;3.02284;"OK";"absolute_error_v=0.011020; analog_code=508.562500; channel=36; channel_count=80; channel_index=36; command_v=3.100000; lower_limit_v=2.960836; point_count=3; point_index=2; raw=1532.562500; reduced_error_percent=0.177741; scan_order=channel_major; section=YALK; ulk_address=39; upper_limit_v=3.022836; v7_v=2.991836; yalk_v=2.980816"
"yalk_channels";"ubsi.yalk.channel.39.2";"ЯЛК адрес 39 · 6.200000 В";6.00921;"В";5.98535;6.04735;"OK";"absolute_error_v=0.007145; analog_code=898.437500; channel=36; channel_count=80; channel_index=36; command_v=6.200000; lower_limit_v=5.985353; point_count=3; point_index=3; raw=1922.437500; reduced_error_percent=0.115241; scan_order=channel_major; section=YALK; ulk_address=39; upper_limit_v=6.047353; v7_v=6.016353; yalk_v=6.009208"
"yalk_channels";"ubsi.yalk.channel.40.0";"ЯЛК адрес 40 · 0.000000 В";-0.0398089;"В";-0.0665056;-0.00450558;"OK";"absolute_error_v=0.004303; analog_code=119.687500; channel=37; channel_count=80; channel_index=37; command_v=0.000000; lower_limit_v=-0.066506; point_count=3; point_index=1; raw=119.687500; reduced_error_percent=0.069409; scan_order=channel_major; section=YALK; ulk_address=40; upper_limit_v=-0.004506; v7_v=-0.035506; yalk_v=-0.039809"
"yalk_channels";"ubsi.yalk.channel.40.1";"ЯЛК адрес 40 · 3.100000 В";2.98421;"В";2.96404;3.02604;"OK";"absolute_error_v=0.010830; analog_code=509.000000; channel=37; channel_count=80; channel_index=37; command_v=3.100000; lower_limit_v=2.964044; point_count=3; point_index=2; raw=1533.000000; reduced_error_percent=0.174671; scan_order=channel_major; section=YALK; ulk_address=40; upper_limit_v=3.026044; v7_v=2.995044; yalk_v=2.984214"
"yalk_channels";"ubsi.yalk.channel.40.2";"ЯЛК адрес 40 · 6.200000 В";6.00241;"В";5.98514;6.04714;"OK";"absolute_error_v=0.013728; analog_code=897.562500; channel=37; channel_count=80; channel_index=37; command_v=6.200000; lower_limit_v=5.985140; point_count=3; point_index=3; raw=1921.562500; reduced_error_percent=0.221416; scan_order=channel_major; section=YALK; ulk_address=40; upper_limit_v=6.047140; v7_v=6.016140; yalk_v=6.002412"
"yalk_channels";"ubsi.yalk.channel.41.0";"ЯЛК адрес 41 · 0.000000 В";-0.114087;"В";-0.141699;-0.0796991;"OK";"absolute_error_v=0.003388; analog_code=110.125000; channel=38; channel_count=80; channel_index=38; command_v=0.000000; lower_limit_v=-0.141699; point_count=3; point_index=1; raw=110.125000; reduced_error_percent=0.054638; scan_order=channel_major; section=YALK; ulk_address=41; upper_limit_v=-0.079699; v7_v=-0.110699; yalk_v=-0.114087"
"yalk_channels";"ubsi.yalk.channel.41.1";"ЯЛК адрес 41 · 3.100000 В";2.92741;"В";2.90151;2.96351;"OK";"absolute_error_v=0.005100; analog_code=501.687500; channel=38; channel_count=80; channel_index=38; command_v=3.100000; lower_limit_v=2.901513; point_count=3; point_index=2; raw=1525.687500; reduced_error_percent=0.082252; scan_order=channel_major; section=YALK; ulk_address=41; upper_limit_v=2.963513; v7_v=2.932513; yalk_v=2.927414"
"yalk_channels";"ubsi.yalk.channel.41.2";"ЯЛК адрес 41 · 6.200000 В";5.96357;"В";5.94064;6.00264;"OK";"absolute_error_v=0.008069; analog_code=892.562500; channel=38; channel_count=80; channel_index=38; command_v=6.200000; lower_limit_v=5.940643; point_count=3; point_index=3; raw=1916.562500; reduced_error_percent=0.130148; scan_order=channel_major; section=YALK; ulk_address=41; upper_limit_v=6.002643; v7_v=5.971643; yalk_v=5.963574"
"yalk_channels";"ubsi.yalk.channel.42.0";"ЯЛК адрес 42 · 0.000000 В";-0.0975805;"В";-0.128315;-0.0663149;"OK";"absolute_error_v=0.000266; analog_code=112.250000; channel=39; channel_count=80; channel_index=39; command_v=0.000000; lower_limit_v=-0.128315; point_count=3; point_index=1; raw=112.250000; reduced_error_percent=0.004283; scan_order=channel_major; section=YALK; ulk_address=42; upper_limit_v=-0.066315; v7_v=-0.097315; yalk_v=-0.097580"
"yalk_channels";"ubsi.yalk.channel.42.1";"ЯЛК адрес 42 · 3.100000 В";2.92936;"В";2.90679;2.96879;"OK";"absolute_error_v=0.008433; analog_code=501.937500; channel=39; channel_count=80; channel_index=39; command_v=3.100000; lower_limit_v=2.906788; point_count=3; point_index=2; raw=1525.937500; reduced_error_percent=0.136015; scan_order=channel_major; section=YALK; ulk_address=42; upper_limit_v=2.968788; v7_v=2.937788; yalk_v=2.929356"
"yalk_channels";"ubsi.yalk.channel.42.2";"ЯЛК адрес 42 · 6.200000 В";5.95629;"В";5.93734;5.99934;"OK";"absolute_error_v=0.012051; analog_code=891.625000; channel=39; channel_count=80; channel_index=39; command_v=6.200000; lower_limit_v=5.937343; point_count=3; point_index=3; raw=1915.625000; reduced_error_percent=0.194378; scan_order=channel_major; section=YALK; ulk_address=42; upper_limit_v=5.999343; v7_v=5.968343; yalk_v=5.956292"
"yalk_channels";"ubsi.yalk.channel.43.0";"ЯЛК адрес 43 · 0.000000 В";-0.0747631;"В";-0.103481;-0.0414812;"OK";"absolute_error_v=0.002282; analog_code=115.187500; channel=40; channel_count=80; channel_index=40; command_v=0.000000; lower_limit_v=-0.103481; point_count=3; point_index=1; raw=115.187500; reduced_error_percent=0.036805; scan_order=channel_major; section=YALK; ulk_address=43; upper_limit_v=-0.041481; v7_v=-0.072481; yalk_v=-0.074763"
"yalk_channels";"ubsi.yalk.channel.43.1";"ЯЛК адрес 43 · 3.100000 В";2.94198;"В";2.92235;2.98435;"OK";"absolute_error_v=0.011371; analog_code=503.562500; channel=40; channel_count=80; channel_index=40; command_v=3.100000; lower_limit_v=2.922348; point_count=3; point_index=2; raw=1527.562500; reduced_error_percent=0.183396; scan_order=channel_major; section=YALK; ulk_address=43; upper_limit_v=2.984348; v7_v=2.953348; yalk_v=2.941978"
"yalk_channels";"ubsi.yalk.channel.43.2";"ЯЛК адрес 43 · 6.200000 В";5.97668;"В";5.95368;6.01568;"OK";"absolute_error_v=0.008003; analog_code=894.250000; channel=40; channel_count=80; channel_index=40; command_v=6.200000; lower_limit_v=5.953685; point_count=3; point_index=3; raw=1918.250000; reduced_error_percent=0.129085; scan_order=channel_major; section=YALK; ulk_address=43; upper_limit_v=6.015685; v7_v=5.984685; yalk_v=5.976682"
"yalk_channels";"ubsi.yalk.channel.45.0";"ЯЛК адрес 45 · 0.000000 В";-0.058257;"В";-0.0865517;-0.0245517;"OK";"absolute_error_v=0.002705; analog_code=117.312500; channel=41; channel_count=80; channel_index=41; command_v=0.000000; lower_limit_v=-0.086552; point_count=3; point_index=1; raw=117.312500; reduced_error_percent=0.043634; scan_order=channel_major; section=YALK; ulk_address=45; upper_limit_v=-0.024552; v7_v=-0.055552; yalk_v=-0.058257"
"yalk_channels";"ubsi.yalk.channel.45.1";"ЯЛК адрес 45 · 3.100000 В";2.98567;"В";2.95985;3.02185;"OK";"absolute_error_v=0.005178; analog_code=509.187500; channel=41; channel_count=80; channel_index=41; command_v=3.100000; lower_limit_v=2.959848; point_count=3; point_index=2; raw=1533.187500; reduced_error_percent=0.083511; scan_order=channel_major; section=YALK; ulk_address=45; upper_limit_v=3.021848; v7_v=2.990848; yalk_v=2.985671"
"yalk_channels";"ubsi.yalk.channel.45.2";"ЯЛК адрес 45 · 6.200000 В";6.04271;"В";6.02243;6.08443;"OK";"absolute_error_v=0.010728; analog_code=902.750000; channel=41; channel_count=80; channel_index=41; command_v=6.200000; lower_limit_v=6.022434; point_count=3; point_index=3; raw=1926.750000; reduced_error_percent=0.173034; scan_order=channel_major; section=YALK; ulk_address=45; upper_limit_v=6.084434; v7_v=6.053434; yalk_v=6.042706"
"yalk_channels";"ubsi.yalk.channel.46.0";"ЯЛК адрес 46 · 0.000000 В";-0.0417508;"В";-0.0697811;-0.00778109;"OK";"absolute_error_v=0.002970; analog_code=119.437500; channel=42; channel_count=80; channel_index=42; command_v=0.000000; lower_limit_v=-0.069781; point_count=3; point_index=1; raw=119.437500; reduced_error_percent=0.047899; scan_order=channel_major; section=YALK; ulk_address=46; upper_limit_v=-0.007781; v7_v=-0.038781; yalk_v=-0.041751"
"yalk_channels";"ubsi.yalk.channel.46.1";"ЯЛК адрес 46 · 3.100000 В";2.97693;"В";2.95107;3.01307;"OK";"absolute_error_v=0.005141; analog_code=508.062500; channel=42; channel_count=80; channel_index=42; command_v=3.100000; lower_limit_v=2.951073; point_count=3; point_index=2; raw=1532.062500; reduced_error_percent=0.082912; scan_order=channel_major; section=YALK; ulk_address=46; upper_limit_v=3.013073; v7_v=2.982073; yalk_v=2.976932"
"yalk_channels";"ubsi.yalk.channel.46.2";"ЯЛК адрес 46 · 6.200000 В";5.99367;"В";5.97042;6.03242;"OK";"absolute_error_v=0.007747; analog_code=896.437500; channel=42; channel_count=80; channel_index=42; command_v=6.200000; lower_limit_v=5.970420; point_count=3; point_index=3; raw=1920.437500; reduced_error_percent=0.124952; scan_order=channel_major; section=YALK; ulk_address=46; upper_limit_v=6.032420; v7_v=6.001420; yalk_v=5.993673"
"yalk_channels";"ubsi.yalk.channel.47.0";"ЯЛК адрес 47 · 0.000000 В";-0.171858;"В";-0.195508;-0.133508;"OK";"absolute_error_v=0.007351; analog_code=102.687500; channel=43; channel_count=80; channel_index=43; command_v=0.000000; lower_limit_v=-0.195508; point_count=3; point_index=1; raw=102.687500; reduced_error_percent=0.118557; scan_order=channel_major; section=YALK; ulk_address=47; upper_limit_v=-0.133508; v7_v=-0.164508; yalk_v=-0.171858"
"yalk_channels";"ubsi.yalk.channel.47.1";"ЯЛК адрес 47 · 3.100000 В";2.87935;"В";2.85371;2.91571;"OK";"absolute_error_v=0.005363; analog_code=495.500000; channel=43; channel_count=80; channel_index=43; command_v=3.100000; lower_limit_v=2.853715; point_count=3; point_index=2; raw=1519.500000; reduced_error_percent=0.086504; scan_order=channel_major; section=YALK; ulk_address=47; upper_limit_v=2.915715; v7_v=2.884715; yalk_v=2.879352"
"yalk_channels";"ubsi.yalk.channel.47.2";"ЯЛК адрес 47 · 6.200000 В";5.92328;"В";5.89953;5.96153;"OK";"absolute_error_v=0.007255; analog_code=887.375000; channel=43; channel_count=80; channel_index=43; command_v=6.200000; lower_limit_v=5.899534; point_count=3; point_index=3; raw=1911.375000; reduced_error_percent=0.117018; scan_order=channel_major; section=YALK; ulk_address=47; upper_limit_v=5.961534; v7_v=5.930534; yalk_v=5.923279"
"yalk_channels";"ubsi.yalk.channel.48.0";"ЯЛК адрес 48 · 0.000000 В";-0.0975805;"В";-0.126848;-0.0648482;"OK";"absolute_error_v=0.001732; analog_code=112.250000; channel=44; channel_count=80; channel_index=44; command_v=0.000000; lower_limit_v=-0.126848; point_count=3; point_index=1; raw=112.250000; reduced_error_percent=0.027940; scan_order=channel_major; section=YALK; ulk_address=48; upper_limit_v=-0.064848; v7_v=-0.095848; yalk_v=-0.097580"
"yalk_channels";"ubsi.yalk.channel.48.1";"ЯЛК адрес 48 · 3.100000 В";2.9313;"В";2.9093;2.9713;"OK";"absolute_error_v=0.009004; analog_code=502.187500; channel=44; channel_count=80; channel_index=44; command_v=3.100000; lower_limit_v=2.909301; point_count=3; point_index=2; raw=1526.187500; reduced_error_percent=0.145220; scan_order=channel_major; section=YALK; ulk_address=48; upper_limit_v=2.971301; v7_v=2.940301; yalk_v=2.931297"
"yalk_channels";"ubsi.yalk.channel.48.2";"ЯЛК адрес 48 · 6.200000 В";5.97523;"В";5.95401;6.01601;"OK";"absolute_error_v=0.009787; analog_code=894.062500; channel=44; channel_count=80; channel_index=44; command_v=6.200000; lower_limit_v=5.954012; point_count=3; point_index=3; raw=1918.062500; reduced_error_percent=0.157850; scan_order=channel_major; section=YALK; ulk_address=48; upper_limit_v=6.016012; v7_v=5.985012; yalk_v=5.975225"
"yalk_channels";"ubsi.yalk.channel.49.0";"ЯЛК адрес 49 · 0.000000 В";-0.0844726;"В";-0.112668;-0.050668;"OK";"absolute_error_v=0.002805; analog_code=113.937500; channel=45; channel_count=80; channel_index=45; command_v=0.000000; lower_limit_v=-0.112668; point_count=3; point_index=1; raw=113.937500; reduced_error_percent=0.045236; scan_order=channel_major; section=YALK; ulk_address=49; upper_limit_v=-0.050668; v7_v=-0.081668; yalk_v=-0.084473"
"yalk_channels";"ubsi.yalk.channel.49.1";"ЯЛК адрес 49 · 3.100000 В";2.93809;"В";2.91594;2.97794;"OK";"absolute_error_v=0.008848; analog_code=503.062500; channel=45; channel_count=80; channel_index=45; command_v=3.100000; lower_limit_v=2.915942; point_count=3; point_index=2; raw=1527.062500; reduced_error_percent=0.142709; scan_order=channel_major; section=YALK; ulk_address=49; upper_limit_v=2.977942; v7_v=2.946942; yalk_v=2.938094"
"yalk_channels";"ubsi.yalk.channel.49.2";"ЯЛК адрес 49 · 6.200000 В";5.95581;"В";5.93742;5.99942;"OK";"absolute_error_v=0.012609; analog_code=891.562500; channel=45; channel_count=80; channel_index=45; command_v=6.200000; lower_limit_v=5.937415; point_count=3; point_index=3; raw=1915.562500; reduced_error_percent=0.203375; scan_order=channel_major; section=YALK; ulk_address=49; upper_limit_v=5.999415; v7_v=5.968415; yalk_v=5.955806"
"yalk_channels";"ubsi.yalk.channel.50.0";"ЯЛК адрес 50 · 0.000000 В";-0.0228173;"В";-0.0629986;-0.000998608;"OK";"absolute_error_v=0.009181; analog_code=121.875000; channel=46; channel_count=80; channel_index=46; command_v=0.000000; lower_limit_v=-0.062999; point_count=3; point_index=1; raw=121.875000; reduced_error_percent=0.148085; scan_order=channel_major; section=YALK; ulk_address=50; upper_limit_v=-0.000999; v7_v=-0.031999; yalk_v=-0.022817"
"yalk_channels";"ubsi.yalk.channel.50.1";"ЯЛК адрес 50 · 3.100000 В";2.96916;"В";2.94256;3.00456;"OK";"absolute_error_v=0.004398; analog_code=507.062500; channel=46; channel_count=80; channel_index=46; command_v=3.100000; lower_limit_v=2.942562; point_count=3; point_index=2; raw=1531.062500; reduced_error_percent=0.070931; scan_order=channel_major; section=YALK; ulk_address=50; upper_limit_v=3.004562; v7_v=2.973562; yalk_v=2.969165"
"yalk_channels";"ubsi.yalk.channel.50.2";"ЯЛК адрес 50 · 6.200000 В";5.98348;"В";5.96255;6.02455;"OK";"absolute_error_v=0.010073; analog_code=895.125000; channel=46; channel_count=80; channel_index=46; command_v=6.200000; lower_limit_v=5.962551; point_count=3; point_index=3; raw=1919.125000; reduced_error_percent=0.162470; scan_order=channel_major; section=YALK; ulk_address=50; upper_limit_v=6.024551; v7_v=5.993551; yalk_v=5.983478"
"yalk_channels";"ubsi.yalk.channel.51.0";"ЯЛК адрес 51 · 0.000000 В";-0.0927257;"В";-0.118316;-0.056316;"OK";"absolute_error_v=0.005410; analog_code=112.875000; channel=47; channel_count=80; channel_index=47; command_v=0.000000; lower_limit_v=-0.118316; point_count=3; point_index=1; raw=112.875000; reduced_error_percent=0.087253; scan_order=channel_major; section=YALK; ulk_address=51; upper_limit_v=-0.056316; v7_v=-0.087316; yalk_v=-0.092726"
"yalk_channels";"ubsi.yalk.channel.51.1";"ЯЛК адрес 51 · 3.100000 В";2.95266;"В";2.93088;2.99288;"OK";"absolute_error_v=0.009226; analog_code=504.937500; channel=47; channel_count=80; channel_index=47; command_v=3.100000; lower_limit_v=2.930884; point_count=3; point_index=2; raw=1528.937500; reduced_error_percent=0.148803; scan_order=channel_major; section=YALK; ulk_address=51; upper_limit_v=2.992884; v7_v=2.961884; yalk_v=2.952658"
"yalk_channels";"ubsi.yalk.channel.51.2";"ЯЛК адрес 51 · 6.200000 В";5.99173;"В";5.96984;6.03184;"OK";"absolute_error_v=0.009110; analog_code=896.187500; channel=47; channel_count=80; channel_index=47; command_v=6.200000; lower_limit_v=5.969841; point_count=3; point_index=3; raw=1920.187500; reduced_error_percent=0.146931; scan_order=channel_major; section=YALK; ulk_address=51; upper_limit_v=6.031841; v7_v=6.000841; yalk_v=5.991731"
"yalk_channels";"ubsi.yalk.channel.52.0";"ЯЛК адрес 52 · 0.000000 В";-0.0699084;"В";-0.103288;-0.0412878;"OK";"absolute_error_v=0.002379; analog_code=115.812500; channel=48; channel_count=80; channel_index=48; command_v=0.000000; lower_limit_v=-0.103288; point_count=3; point_index=1; raw=115.812500; reduced_error_percent=0.038377; scan_order=channel_major; section=YALK; ulk_address=52; upper_limit_v=-0.041288; v7_v=-0.072288; yalk_v=-0.069908"
"yalk_channels";"ubsi.yalk.channel.52.1";"ЯЛК адрес 52 · 3.100000 В";2.93712;"В";2.92593;2.98793;"OK";"absolute_error_v=0.019810; analog_code=502.937500; channel=48; channel_count=80; channel_index=48; command_v=3.100000; lower_limit_v=2.925933; point_count=3; point_index=2; raw=1526.937500; reduced_error_percent=0.319515; scan_order=channel_major; section=YALK; ulk_address=52; upper_limit_v=2.987933; v7_v=2.956933; yalk_v=2.937123"
"yalk_channels";"ubsi.yalk.channel.52.2";"ЯЛК адрес 52 · 6.200000 В";5.98882;"В";5.96638;6.02838;"OK";"absolute_error_v=0.008561; analog_code=895.812500; channel=48; channel_count=80; channel_index=48; command_v=6.200000; lower_limit_v=5.966380; point_count=3; point_index=3; raw=1919.812500; reduced_error_percent=0.138087; scan_order=channel_major; section=YALK; ulk_address=52; upper_limit_v=6.028380; v7_v=5.997380; yalk_v=5.988818"
"yalk_channels";"ubsi.yalk.channel.53.0";"ЯЛК адрес 53 · 0.000000 В";-0.068452;"В";-0.0990391;-0.0370391;"OK";"absolute_error_v=0.000413; analog_code=116.000000; channel=49; channel_count=80; channel_index=49; command_v=0.000000; lower_limit_v=-0.099039; point_count=3; point_index=1; raw=116.000000; reduced_error_percent=0.006659; scan_order=channel_major; section=YALK; ulk_address=53; upper_limit_v=-0.037039; v7_v=-0.068039; yalk_v=-0.068452"
"yalk_channels";"ubsi.yalk.channel.53.1";"ЯЛК адрес 53 · 3.100000 В";2.97353;"В";2.94656;3.00856;"OK";"absolute_error_v=0.004026; analog_code=507.625000; channel=49; channel_count=80; channel_index=49; command_v=3.100000; lower_limit_v=2.946559; point_count=3; point_index=2; raw=1531.625000; reduced_error_percent=0.064929; scan_order=channel_major; section=YALK; ulk_address=53; upper_limit_v=3.008559; v7_v=2.977559; yalk_v=2.973534"
"yalk_channels";"ubsi.yalk.channel.53.2";"ЯЛК адрес 53 · 6.200000 В";5.99804;"В";5.97944;6.04144;"OK";"absolute_error_v=0.012400; analog_code=897.000000; channel=49; channel_count=80; channel_index=49; command_v=6.200000; lower_limit_v=5.979443; point_count=3; point_index=3; raw=1921.000000; reduced_error_percent=0.200007; scan_order=channel_major; section=YALK; ulk_address=53; upper_limit_v=6.041443; v7_v=6.010443; yalk_v=5.998042"
