Этап;Параметр;Наименование;Измерено;Единица;Нижняя граница;Верхняя граница;Результат;Атрибуты
"yalk_channels";"ubsi.yalk.channel.42.2";"ЯЛК адрес 42 · 6.200000 В";5.95879;"В";5.93808;6.00008;"OK";"absolute_error_v=0.010281; analog_code=891.937500; channel=39; channel_count=80; channel_index=39; command_v=6.200000; lower_limit_v=5.938075; point_count=3; point_index=3; raw=1915.937500; reduced_error_percent=0.165817; scan_order=channel_major; section=YALK; ulk_address=42; upper_limit_v=6.000075; v7_v=5.969075; yalk_v=5.958795"
"yalk_channels";"ubsi.yalk.channel.43.0";"ЯЛК адрес 43 · 0.000000 В";-0.0786223;"В";-0.103264;-0.0412642;"OK";"absolute_error_v=0.006358; analog_code=114.437500; channel=40; channel_count=80; channel_index=40; command_v=0.000000; lower_limit_v=-0.103264; point_count=3; point_index=1; raw=114.437500; reduced_error_percent=0.102550; scan_order=channel_major; section=YALK; ulk_address=43; upper_limit_v=-0.041264; v7_v=-0.072264; yalk_v=-0.078622"
"yalk_channels";"ubsi.yalk.channel.43.1";"ЯЛК адрес 43 · 3.100000 В";2.94882;"В";2.9226;2.9846;"OK";"absolute_error_v=0.004774; analog_code=504.312500; channel=40; channel_count=80; channel_index=40; command_v=3.100000; lower_limit_v=2.922596; point_count=3; point_index=2; raw=1528.312500; reduced_error_percent=0.076994; scan_order=channel_major; section=YALK; ulk_address=43; upper_limit_v=2.984596; v7_v=2.953596; yalk_v=2.948822"
"yalk_channels";"ubsi.yalk.channel.43.2";"ЯЛК адрес 43 · 6.200000 В";5.97384;"В";5.95407;6.01607;"OK";"absolute_error_v=0.011234; analog_code=893.875000; channel=40; channel_count=80; channel_index=40; command_v=6.200000; lower_limit_v=5.954073; point_count=3; point_index=3; raw=1917.875000; reduced_error_percent=0.181190; scan_order=channel_major; section=YALK; ulk_address=43; upper_limit_v=6.016073; v7_v=5.985073; yalk_v=5.973840"
"yalk_channels";"ubsi.yalk.channel.45.0";"ЯЛК адрес 45 · 0.000000 В";-0.0562975;"В";-0.0868035;-0.0248035;"OK";"absolute_error_v=0.000494; analog_code=117.312500; channel=41; channel_count=80; channel_index=41; command_v=0.000000; lower_limit_v=-0.086803; point_count=3; point_index=1; raw=117.312500; reduced_error_percent=0.007967; scan_order=channel_major; section=YALK; ulk_address=45; upper_limit_v=-0.024803; v7_v=-0.055803; yalk_v=-0.056297"
"yalk_channels";"ubsi.yalk.channel.45.1";"ЯЛК адрес 45 · 3.100000 В";2.98813;"В";2.9602;3.0222;"OK";"absolute_error_v=0.003065; analog_code=509.375000; channel=41; channel_count=80; channel_index=41; command_v=3.100000; lower_limit_v=2.960198; point_count=3; point_index=2; raw=1533.375000; reduced_error_percent=0.049430; scan_order=channel_major; section=YALK; ulk_address=45; upper_limit_v=3.022198; v7_v=2.991198; yalk_v=2.988133"
"yalk_channels";"ubsi.yalk.channel.45.2";"ЯЛК адрес 45 · 6.200000 В";6.04421;"В";6.02291;6.08491;"OK";"absolute_error_v=0.009695; analog_code=902.937500; channel=41; channel_count=80; channel_index=41; command_v=6.200000; lower_limit_v=6.022907; point_count=3; point_index=3; raw=1926.937500; reduced_error_percent=0.156374; scan_order=channel_major; section=YALK; ulk_address=45; upper_limit_v=6.084907; v7_v=6.053907; yalk_v=6.044211"
"yalk_channels";"ubsi.yalk.channel.46.0";"ЯЛК адрес 46 · 0.000000 В";-0.033002;"В";-0.0699483;-0.00794834;"OK";"absolute_error_v=0.005946; analog_code=120.312500; channel=42; channel_count=80; channel_index=42; command_v=0.000000; lower_limit_v=-0.069948; point_count=3; point_index=1; raw=120.312500; reduced_error_percent=0.095909; scan_order=channel_major; section=YALK; ulk_address=46; upper_limit_v=-0.007948; v7_v=-0.038948; yalk_v=-0.033002"
"yalk_channels";"ubsi.yalk.channel.46.1";"ЯЛК адрес 46 · 3.100000 В";2.97357;"В";2.95144;3.01344;"OK";"absolute_error_v=0.008865; analog_code=507.500000; channel=42; channel_count=80; channel_index=42; command_v=3.100000; lower_limit_v=2.951438; point_count=3; point_index=2; raw=1531.500000; reduced_error_percent=0.142984; scan_order=channel_major; section=YALK; ulk_address=46; upper_limit_v=3.013438; v7_v=2.982438; yalk_v=2.973573"
"yalk_channels";"ubsi.yalk.channel.46.2";"ЯЛК адрес 46 · 6.200000 В";5.98937;"В";5.97116;6.03316;"OK";"absolute_error_v=0.012795; analog_code=895.875000; channel=42; channel_count=80; channel_index=42; command_v=6.200000; lower_limit_v=5.971164; point_count=3; point_index=3; raw=1919.875000; reduced_error_percent=0.206365; scan_order=channel_major; section=YALK; ulk_address=46; upper_limit_v=6.033164; v7_v=6.002164; yalk_v=5.989370"
"yalk_channels";"ubsi.yalk.channel.47.0";"ЯЛК адрес 47 · 0.000000 В";-0.159186;"В";-0.195221;-0.133221;"OK";"absolute_error_v=0.005035; analog_code=104.062500; channel=43; channel_count=80; channel_index=43; command_v=0.000000; lower_limit_v=-0.195221; point_count=3; point_index=1; raw=104.062500; reduced_error_percent=0.081215; scan_order=channel_major; section=YALK; ulk_address=47; upper_limit_v=-0.133221; v7_v=-0.164221; yalk_v=-0.159186"
"yalk_channels";"ubsi.yalk.channel.47.1";"ЯЛК адрес 47 · 3.100000 В";2.88185;"В";2.85499;2.91699;"OK";"absolute_error_v=0.004142; analog_code=495.687500; channel=43; channel_count=80; channel_index=43; command_v=3.100000; lower_limit_v=2.854989; point_count=3; point_index=2; raw=1519.687500; reduced_error_percent=0.066808; scan_order=channel_major; section=YALK; ulk_address=47; upper_limit_v=2.916989; v7_v=2.885989; yalk_v=2.881847"
"yalk_channels";"ubsi.yalk.channel.47.2";"ЯЛК адрес 47 · 6.200000 В";5.92288;"В";5.90129;5.96329;"OK";"absolute_error_v=0.009412; analog_code=887.312500; channel=43; channel_count=80; channel_index=43; command_v=6.200000; lower_limit_v=5.901292; point_count=3; point_index=3; raw=1911.312500; reduced_error_percent=0.151804; scan_order=channel_major; section=YALK; ulk_address=47; upper_limit_v=5.963292; v7_v=5.932292; yalk_v=5.922881"
"yalk_channels";"ubsi.yalk.channel.48.0";"ЯЛК адрес 48 · 0.000000 В";-0.0960939;"В";-0.126947;-0.0649465;"OK";"absolute_error_v=0.000147; analog_code=112.187500; channel=44; channel_count=80; channel_index=44; command_v=0.000000; lower_limit_v=-0.126947; point_count=3; point_index=1; raw=112.187500; reduced_error_percent=0.002378; scan_order=channel_major; section=YALK; ulk_address=48; upper_limit_v=-0.064947; v7_v=-0.095947; yalk_v=-0.096094"
"yalk_channels";"ubsi.yalk.channel.48.1";"ЯЛК адрес 48 · 3.100000 В";2.94009;"В";2.9095;2.9715;"OK";"absolute_error_v=0.000409; analog_code=503.187500; channel=44; channel_count=80; channel_index=44; command_v=3.100000; lower_limit_v=2.909495; point_count=3; point_index=2; raw=1527.187500; reduced_error_percent=0.006596; scan_order=channel_major; section=YALK; ulk_address=48; upper_limit_v=2.971495; v7_v=2.940495; yalk_v=2.940086"
"yalk_channels";"ubsi.yalk.channel.48.2";"ЯЛК адрес 48 · 6.200000 В";5.97869;"В";5.95458;6.01658;"OK";"absolute_error_v=0.006887; analog_code=894.500000; channel=44; channel_count=80; channel_index=44; command_v=6.200000; lower_limit_v=5.954580; point_count=3; point_index=3; raw=1918.500000; reduced_error_percent=0.111077; scan_order=channel_major; section=YALK; ulk_address=48; upper_limit_v=6.016580; v7_v=5.985580; yalk_v=5.978693"
"yalk_channels";"ubsi.yalk.channel.49.0";"ЯЛК адрес 49 · 0.000000 В";-0.0839609;"В";-0.113704;-0.0517037;"OK";"absolute_error_v=0.001257; analog_code=113.750000; channel=45; channel_count=80; channel_index=45; command_v=0.000000; lower_limit_v=-0.113704; point_count=3; point_index=1; raw=113.750000; reduced_error_percent=0.020277; scan_order=channel_major; section=YALK; ulk_address=49; upper_limit_v=-0.051704; v7_v=-0.082704; yalk_v=-0.083961"
"yalk_channels";"ubsi.yalk.channel.49.1";"ЯЛК адрес 49 · 3.100000 В";2.94154;"В";2.91559;2.97759;"OK";"absolute_error_v=0.005052; analog_code=503.375000; channel=45; channel_count=80; channel_index=45; command_v=3.100000; lower_limit_v=2.915594; point_count=3; point_index=2; raw=1527.375000; reduced_error_percent=0.081476; scan_order=channel_major; section=YALK; ulk_address=49; upper_limit_v=2.977594; v7_v=2.946594; yalk_v=2.941542"
"yalk_channels";"ubsi.yalk.channel.49.2";"ЯЛК адрес 49 · 6.200000 В";5.95879;"В";5.93758;5.99958;"OK";"absolute_error_v=0.009789; analog_code=891.937500; channel=45; channel_count=80; channel_index=45; command_v=6.200000; lower_limit_v=5.937584; point_count=3; point_index=3; raw=1915.937500; reduced_error_percent=0.157890; scan_order=channel_major; section=YALK; ulk_address=49; upper_limit_v=5.999584; v7_v=5.968584; yalk_v=5.958795"
"yalk_channels";"ubsi.yalk.channel.50.0";"ЯЛК адрес 50 · 0.000000 В";-0.0232955;"В";-0.061067;0.000933005;"OK";"absolute_error_v=0.006771; analog_code=121.562500; channel=46; channel_count=80; channel_index=46; command_v=0.000000; lower_limit_v=-0.061067; point_count=3; point_index=1; raw=121.562500; reduced_error_percent=0.109218; scan_order=channel_major; section=YALK; ulk_address=50; upper_limit_v=0.000933; v7_v=-0.030067; yalk_v=-0.023295"
"yalk_channels";"ubsi.yalk.channel.50.1";"ЯЛК адрес 50 · 3.100000 В";2.97357;"В";2.94453;3.00653;"OK";"absolute_error_v=0.001958; analog_code=507.500000; channel=46; channel_count=80; channel_index=46; command_v=3.100000; lower_limit_v=2.944532; point_count=3; point_index=2; raw=1531.500000; reduced_error_percent=0.031588; scan_order=channel_major; section=YALK; ulk_address=50; upper_limit_v=3.006532; v7_v=2.975532; yalk_v=2.973573"
"yalk_channels";"ubsi.yalk.channel.50.2";"ЯЛК адрес 50 · 6.200000 В";5.98306;"В";5.96448;6.02648;"OK";"absolute_error_v=0.012423; analog_code=895.062500; channel=46; channel_count=80; channel_index=46; command_v=6.200000; lower_limit_v=5.964484; point_count=3; point_index=3; raw=1919.062500; reduced_error_percent=0.200369; scan_order=channel_major; section=YALK; ulk_address=50; upper_limit_v=6.026484; v7_v=5.995484; yalk_v=5.983061"
"yalk_channels";"ubsi.yalk.channel.51.0";"ЯЛК адрес 51 · 0.000000 В";-0.0854168;"В";-0.118906;-0.0569064;"OK";"absolute_error_v=0.002490; analog_code=113.562500; channel=47; channel_count=80; channel_index=47; command_v=0.000000; lower_limit_v=-0.118906; point_count=3; point_index=1; raw=113.562500; reduced_error_percent=0.040155; scan_order=channel_major; section=YALK; ulk_address=51; upper_limit_v=-0.056906; v7_v=-0.087906; yalk_v=-0.085417"
"yalk_channels";"ubsi.yalk.channel.51.1";"ЯЛК адрес 51 · 3.100000 В";2.95901;"В";2.9305;2.9925;"OK";"absolute_error_v=0.002486; analog_code=505.625000; channel=47; channel_count=80; channel_index=47; command_v=3.100000; lower_limit_v=2.930499; point_count=3; point_index=2; raw=1529.625000; reduced_error_percent=0.040089; scan_order=channel_major; section=YALK; ulk_address=51; upper_limit_v=2.992499; v7_v=2.961499; yalk_v=2.959014"
"yalk_channels";"ubsi.yalk.channel.51.2";"ЯЛК адрес 51 · 6.200000 В";5.99374;"В";5.97002;6.03202;"OK";"absolute_error_v=0.007279; analog_code=896.437500; channel=47; channel_count=80; channel_index=47; command_v=6.200000; lower_limit_v=5.970016; point_count=3; point_index=3; raw=1920.437500; reduced_error_percent=0.117396; scan_order=channel_major; section=YALK; ulk_address=51; upper_limit_v=6.032016; v7_v=6.001016; yalk_v=5.993738"
"yalk_channels";"ubsi.yalk.channel.52.0";"ЯЛК адрес 52 · 0.000000 В";-0.0703718;"В";-0.103357;-0.0413566;"OK";"absolute_error_v=0.001985; analog_code=115.500000; channel=48; channel_count=80; channel_index=48; command_v=0.000000; lower_limit_v=-0.103357; point_count=3; point_index=1; raw=115.500000; reduced_error_percent=0.032013; scan_order=channel_major; section=YALK; ulk_address=52; upper_limit_v=-0.041357; v7_v=-0.072357; yalk_v=-0.070372"
"yalk_channels";"ubsi.yalk.channel.52.1";"ЯЛК адрес 52 · 3.100000 В";2.95125;"В";2.92638;2.98838;"OK";"absolute_error_v=0.006135; analog_code=504.625000; channel=48; channel_count=80; channel_index=48; command_v=3.100000; lower_limit_v=2.926384; point_count=3; point_index=2; raw=1528.625000; reduced_error_percent=0.098954; scan_order=channel_major; section=YALK; ulk_address=52; upper_limit_v=2.988384; v7_v=2.957384; yalk_v=2.951249"
