Этап;Параметр;Наименование;Измерено;Единица;Нижняя граница;Верхняя граница;Результат;Атрибуты
"yalk_initial";"ubsi.yalk.initial.1";"ЯЛК адрес 1: обрыв";-0.967249;"В";-6.2;-1e-12;"OK";"analog_code=0.000000; raw=1024.000000; signal=1; ulk_address=1; yalk_v=-0.967249"
"yalk_initial";"ubsi.yalk.initial.2";"ЯЛК адрес 2: обрыв";-0.0529002;"В";-6.2;-1e-12;"OK";"analog_code=117.750000; raw=117.750000; signal=0; ulk_address=2; yalk_v=-0.052900"
"yalk_initial";"ubsi.yalk.initial.3";"ЯЛК адрес 3: обрыв";0.0402818;"В";-6.2;-1e-12;"FAIL";"analog_code=129.750000; raw=129.750000; signal=0; ulk_address=3; yalk_v=0.040282"
"yalk_initial";"ubsi.yalk.initial.4";"ЯЛК адрес 4: обрыв";0.0771663;"В";-6.2;-1e-12;"FAIL";"analog_code=134.500000; raw=134.500000; signal=0; ulk_address=4; yalk_v=0.077166"
"yalk_initial";"ubsi.yalk.initial.5";"ЯЛК адрес 5: обрыв";0.20335;"В";-6.2;-1e-12;"FAIL";"analog_code=150.750000; raw=150.750000; signal=0; ulk_address=5; yalk_v=0.203350"
"yalk_initial";"ubsi.yalk.initial.6";"ЯЛК адрес 6: обрыв";0.240235;"В";-6.2;-1e-12;"FAIL";"analog_code=155.500000; raw=155.500000; signal=0; ulk_address=6; yalk_v=0.240235"
"yalk_initial";"ubsi.yalk.initial.7";"ЯЛК адрес 7: обрыв";0.378067;"В";-6.2;-1e-12;"FAIL";"analog_code=173.250000; raw=173.250000; signal=0; ulk_address=7; yalk_v=0.378067"
"yalk_initial";"ubsi.yalk.initial.8";"ЯЛК адрес 8: обрыв";0.430481;"В";-6.2;-1e-12;"FAIL";"analog_code=180.000000; raw=180.000000; signal=0; ulk_address=8; yalk_v=0.430481"
"yalk_initial";"ubsi.yalk.initial.9";"ЯЛК адрес 9: обрыв";0.556665;"В";-6.2;-1e-12;"FAIL";"analog_code=196.250000; raw=196.250000; signal=0; ulk_address=9; yalk_v=0.556665"
"yalk_initial";"ubsi.yalk.initial.10";"ЯЛК адрес 10: обрыв";0.500368;"В";-6.2;-1e-12;"FAIL";"analog_code=189.000000; raw=189.000000; signal=0; ulk_address=10; yalk_v=0.500368"
