Этап;Пункт ТУ;Параметр;Адрес УЛК;Код ИСД;Raw;Код ЯЛК;Сигнал;В7, В;ЯЛК, В;Абсолютная погрешность, В;Приведённая погрешность, %;Относительная погрешность, %;Нижний допуск;Верхний допуск;Итог;Сообщение
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 27: контактный сигнал при 6.200000 В";"27";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 28, 0.000000 В";"28";"";"123.687500";"123.687500";"0";"-0.008367";"-0.010197";"0.001831";"0.029526";"";-0.03936674496;0.02263325504;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 28: контактный сигнал при 0.000000 В";"28";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 28, 3.100000 В";"28";"";"1537.000000";"513.000000";"1";"3.018968";"3.014536";"0.004432";"0.071484";"0.146804";2.98796832;3.04996832;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 28, 6.200000 В";"28";"";"1926.625000";"902.625000";"1";"6.057977";"6.041698";"0.016279";"0.262564";"0.268719";6.02697696;6.08897696;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 28: контактный сигнал при 6.200000 В";"28";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 32, 0.000000 В";"32";"";"114.250000";"114.250000";"0";"-0.081701";"-0.083521";"0.001821";"0.029363";"2.228296";-0.112700768;-0.050700768;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 32: контактный сигнал при 0.000000 В";"32";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 32, 3.100000 В";"32";"";"1528.062500";"504.062500";"1";"2.949360";"2.945097";"0.004263";"0.068761";"0.144547";2.91836032;2.98036032;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 32, 6.200000 В";"32";"";"1917.812500";"893.812500";"1";"5.988198";"5.973230";"0.014968";"0.241427";"0.249966";5.9571984;6.0191984;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 32: контактный сигнал при 6.200000 В";"32";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 33, 0.000000 В";"33";"";"117.937500";"117.937500";"0";"-0.055225";"-0.054872";"0.000354";"0.005707";"0.640757";-0.0862254144;-0.0242254144;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 33: контактный сигнал при 0.000000 В";"33";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 33, 3.100000 В";"33";"";"1535.250000";"511.250000";"1";"3.007633";"3.000940";"0.006693";"0.107948";"0.222527";2.97663264;3.03863264;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 33, 6.200000 В";"33";"";"1927.250000";"903.250000";"1";"6.060154";"6.046554";"0.013600";"0.219350";"0.224412";6.0291536;6.0911536;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 33: контактный сигнал при 6.200000 В";"33";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 34, 0.000000 В";"34";"";"107.687500";"107.687500";"0";"-0.135160";"-0.134508";"0.000652";"0.010518";"0.482460";-0.16616024;-0.10416024;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 34: контактный сигнал при 0.000000 В";"34";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 34, 3.100000 В";"34";"";"1520.437500";"496.437500";"1";"2.892889";"2.885855";"0.007033";"0.113442";"0.243126";2.86188864;2.92388864;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 34, 6.200000 В";"34";"";"1909.437500";"885.437500";"1";"5.923170";"5.908161";"0.015009";"0.242079";"0.253393";5.89216992;5.95416992;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 34: контактный сигнал при 6.200000 В";"34";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 35, 0.000000 В";"35";"";"117.062500";"117.062500";"0";"-0.060182";"-0.061670";"0.001488";"0.023999";"2.472358";-0.091181888;-0.029181888;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 35: контактный сигнал при 0.000000 В";"35";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 35, 3.100000 В";"35";"";"1528.562500";"504.562500";"1";"2.954509";"2.948982";"0.005527";"0.089145";"0.187069";2.9235088;2.9855088;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 35, 6.200000 В";"35";"";"1916.562500";"892.562500";"1";"5.979117";"5.963518";"0.015599";"0.251601";"0.260896";5.94811744;6.01011744;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 35: контактный сигнал при 6.200000 В";"35";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 36, 0.000000 В";"36";"";"106.187500";"106.187500";"0";"-0.144602";"-0.146162";"0.001560";"0.025169";"1.079152";-0.175601808;-0.113601808;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 36: контактный сигнал при 0.000000 В";"36";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 36, 3.100000 В";"36";"";"1519.312500";"495.312500";"1";"2.880063";"2.877115";"0.002949";"0.047560";"0.102383";2.84906336;2.91106336;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 36, 6.200000 В";"36";"";"1908.250000";"884.250000";"1";"5.916598";"5.898935";"0.017664";"0.284896";"0.298543";5.8855984;5.9475984;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 36: контактный сигнал при 6.200000 В";"36";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 37, 0.000000 В";"37";"";"121.437500";"121.437500";"0";"-0.023800";"-0.027679";"0.003879";"0.062558";"16.296753";-0.054799952;0.007200048;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 37: контактный сигнал при 0.000000 В";"37";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 37, 3.100000 В";"37";"";"1535.937500";"511.937500";"1";"3.010260";"3.006281";"0.003979";"0.064175";"0.132176";2.97926016;3.04126016;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 37, 6.200000 В";"37";"";"1924.562500";"900.562500";"1";"6.042817";"6.025674";"0.017144";"0.276512";"0.283704";6.01181728;6.07381728;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 37: контактный сигнал при 6.200000 В";"37";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 38, 0.000000 В";"38";"";"116.625000";"116.625000";"0";"-0.059832";"-0.065069";"0.005237";"0.084463";"8.752362";-0.090832192;-0.028832192;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 38: контактный сигнал при 0.000000 В";"38";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 38, 3.100000 В";"38";"";"1532.812500";"508.812500";"1";"2.985951";"2.982002";"0.003949";"0.063691";"0.132247";2.95495072;3.01695072;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 38, 6.200000 В";"38";"";"1922.625000";"898.625000";"1";"6.028310";"6.010620";"0.017690";"0.285324";"0.293450";5.9973104;6.0593104;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 38: контактный сигнал при 6.200000 В";"38";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 39, 0.000000 В";"39";"";"119.125000";"119.125000";"0";"-0.042241";"-0.045645";"0.003405";"0.054914";"8.060123";-0.0732407104;-0.0112407104;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 39: контактный сигнал при 0.000000 В";"39";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 39, 3.100000 В";"39";"";"1533.625000";"509.625000";"1";"2.991726";"2.988315";"0.003412";"0.055025";"0.114033";2.96072608;3.02272608;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 39, 6.200000 В";"39";"";"1921.437500";"897.437500";"1";"6.016413";"6.001394";"0.015019";"0.242247";"0.249639";5.98541344;6.04741344;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 39: контактный сигнал при 6.200000 В";"39";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 40, 0.000000 В";"40";"";"119.875000";"119.875000";"0";"-0.035268";"-0.039818";"0.004551";"0.073399";"12.903456";-0.0662675616;-0.0042675616;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 40: контактный сигнал при 0.000000 В";"40";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 40, 3.100000 В";"40";"";"1533.937500";"509.937500";"1";"2.995307";"2.990742";"0.004564";"0.073619";"0.152385";2.96430688;3.02630688;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 40, 6.200000 В";"40";"";"1921.125000";"897.125000";"1";"6.016668";"5.998966";"0.017702";"0.285516";"0.294216";5.98566816;6.04766816;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 40: контактный сигнал при 6.200000 В";"40";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 41, 0.000000 В";"41";"";"110.250000";"110.250000";"0";"-0.110968";"-0.114599";"0.003631";"0.058563";"3.272045";-0.141968072;-0.079968072;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 41: контактный сигнал при 0.000000 В";"41";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 41, 3.100000 В";"41";"";"1525.812500";"501.812500";"1";"2.932564";"2.927616";"0.004949";"0.079816";"0.168745";2.90156448;2.96356448;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 41, 6.200000 В";"41";"";"1915.750000";"891.750000";"1";"5.972166";"5.957206";"0.014960";"0.241294";"0.250500";5.94116576;6.00316576;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 41: контактный сигнал при 6.200000 В";"41";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 42, 0.000000 В";"42";"";"112.375000";"112.375000";"0";"-0.096614";"-0.098089";"0.001475";"0.023790";"1.526655";-0.1276140096;-0.0656140096;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 42: контактный сигнал при 0.000000 В";"42";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 42, 3.100000 В";"42";"";"1526.750000";"502.750000";"1";"2.938835";"2.934900";"0.003935";"0.063475";"0.133912";2.9078352;2.9698352;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 42, 6.200000 В";"42";"";"1915.000000";"891.000000";"1";"5.969661";"5.951378";"0.018282";"0.294877";"0.306254";5.9386608;6.0006608;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 42: контактный сигнал при 6.200000 В";"42";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
