Этап;Пункт ТУ;Параметр;Адрес УЛК;Код ИСД;Raw;Код ЯЛК;Сигнал;В7, В;ЯЛК, В;Абсолютная погрешность, В;Приведённая погрешность, %;Относительная погрешность, %;Нижний допуск;Верхний допуск;Итог;Сообщение
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 7, 0.000000 В";"7";"";"123.875000";"123.875000";"0";"-0.006797";"-0.008741";"0.001944";"0.031354";"";-0.0377966816;0.0242033184;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 7: контактный сигнал при 0.000000 В";"7";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 7, 3.100000 В";"7";"";"1538.687500";"514.687500";"1";"3.031001";"3.027647";"0.003354";"0.054097";"0.110658";3.00000128;3.06200128;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 7, 6.200000 В";"7";"";"1926.937500";"902.937500";"1";"6.061448";"6.044126";"0.017322";"0.279383";"0.285769";6.03044768;6.09244768;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 7: контактный сигнал при 6.200000 В";"7";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 8, 0.000000 В";"8";"";"121.687500";"121.687500";"0";"-0.020641";"-0.025736";"0.005095";"0.082182";"24.685283";-0.0516409408;0.0103590592;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 8: контактный сигнал при 0.000000 В";"8";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 8, 3.100000 В";"8";"";"1538.000000";"514.000000";"1";"3.025149";"3.022306";"0.002843";"0.045861";"0.093991";2.99414912;3.05614912;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 8, 6.200000 В";"8";"";"1928.500000";"904.500000";"1";"6.073403";"6.056266";"0.017137";"0.276407";"0.282168";6.04240288;6.10440288;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 8: контактный сигнал при 6.200000 В";"8";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 9, 0.000000 В";"9";"";"125.937500";"125.937500";"0";"0.008814";"0.007284";"0.001530";"0.024683";"";-0.02218582272;0.03981417728;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 9: контактный сигнал при 0.000000 В";"9";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 9, 3.100000 В";"9";"";"1539.062500";"515.062500";"1";"3.036219";"3.030561";"0.005658";"0.091265";"0.186364";3.0052192;3.0672192;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 9, 6.200000 В";"9";"";"1926.687500";"902.687500";"1";"6.058874";"6.042184";"0.016691";"0.269204";"0.275475";6.02787424;6.08987424;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 9: контактный сигнал при 6.200000 В";"9";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 10, 0.000000 В";"10";"";"109.187500";"109.187500";"0";"-0.119956";"-0.122854";"0.002898";"0.046743";"2.415956";-0.150955928;-0.088955928;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 10: контактный сигнал при 0.000000 В";"10";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 10, 3.100000 В";"10";"";"1524.687500";"500.687500";"1";"2.924235";"2.918875";"0.005360";"0.086445";"0.183281";2.89323488;2.95523488;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 10, 6.200000 В";"10";"";"1913.750000";"889.750000";"1";"5.957510";"5.941667";"0.015843";"0.255534";"0.265935";5.92650976;5.98850976;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 10: контактный сигнал при 6.200000 В";"10";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 11, 0.000000 В";"11";"";"113.562500";"113.562500";"0";"-0.085058";"-0.088863";"0.003805";"0.061375";"4.473716";-0.1160575488;-0.0540575488;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 11: контактный сигнал при 0.000000 В";"11";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 11, 3.100000 В";"11";"";"1529.812500";"505.812500";"1";"2.964418";"2.958694";"0.005724";"0.092322";"0.193090";2.9334176;2.9954176;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 11, 6.200000 В";"11";"";"1920.750000";"896.750000";"1";"6.010180";"5.996053";"0.014128";"0.227869";"0.235065";5.97918048;6.04118048;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 11: контактный сигнал при 6.200000 В";"11";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 12, 0.000000 В";"12";"";"118.937500";"118.937500";"0";"-0.045150";"-0.047102";"0.001952";"0.031492";"4.324476";-0.0761496448;-0.0141496448;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 12: контактный сигнал при 0.000000 В";"12";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 12, 3.100000 В";"12";"";"1533.625000";"509.625000";"1";"2.993401";"2.988315";"0.005086";"0.082034";"0.169911";2.96240064;3.02440064;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 12, 6.200000 В";"12";"";"1922.875000";"898.875000";"1";"6.030448";"6.012563";"0.017885";"0.288473";"0.296584";5.999448;6.061448;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 12: контактный сигнал при 6.200000 В";"12";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 13, 0.000000 В";"13";"";"116.562500";"116.562500";"0";"-0.063020";"-0.065555";"0.002535";"0.040882";"4.022011";-0.0940198464;-0.0320198464;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 13: контактный сигнал при 0.000000 В";"13";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 13, 3.100000 В";"13";"";"1531.062500";"507.062500";"1";"2.973029";"2.968405";"0.004624";"0.074576";"0.155523";2.94202912;3.00402912;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 13, 6.200000 В";"13";"";"1920.125000";"896.125000";"1";"6.009597";"5.991197";"0.018401";"0.296785";"0.306189";5.97859744;6.04059744;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 13: контактный сигнал при 6.200000 В";"13";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 14, 0.000000 В";"14";"";"117.750000";"117.750000";"0";"-0.053507";"-0.056328";"0.002822";"0.045513";"5.273748";-0.0845065216;-0.0225065216;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 14: контактный сигнал при 0.000000 В";"14";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 14, 3.100000 В";"14";"";"1536.375000";"512.375000";"1";"3.016702";"3.009680";"0.007021";"0.113247";"0.232748";2.98570176;3.04770176;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 14, 6.200000 В";"14";"";"1930.750000";"906.750000";"1";"6.088172";"6.073747";"0.014425";"0.232666";"0.236940";6.05717216;6.11917216;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 14: контактный сигнал при 6.200000 В";"14";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 15, 0.000000 В";"15";"";"123.375000";"123.375000";"0";"-0.006416";"-0.012625";"0.006210";"0.100155";"";-0.03741571712;0.02458428288;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 15: контактный сигнал при 0.000000 В";"15";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 15, 3.100000 В";"15";"";"1540.312500";"516.312500";"1";"3.044892";"3.040273";"0.004620";"0.074510";"0.151716";3.01389216;3.07589216;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 15, 6.200000 В";"15";"";"1930.000000";"906.000000";"1";"6.086586";"6.067920";"0.018666";"0.301061";"0.306671";6.0555856;6.1175856;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 15: контактный сигнал при 6.200000 В";"15";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 16, 0.000000 В";"16";"";"119.562500";"119.562500";"0";"-0.041502";"-0.042246";"0.000745";"0.012011";"1.794395";-0.0725015392;-0.0105015392;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 16: контактный сигнал при 0.000000 В";"16";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 16, 3.100000 В";"16";"";"1534.312500";"510.312500";"1";"2.997520";"2.993656";"0.003864";"0.062327";"0.128917";2.96652032;3.02852032;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 16, 6.200000 В";"16";"";"1923.875000";"899.875000";"1";"6.037228";"6.020332";"0.016896";"0.272517";"0.279865";6.00622816;6.06822816;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 16: контактный сигнал при 6.200000 В";"16";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 17, 0.000000 В";"17";"";"108.187500";"108.187500";"0";"-0.129568";"-0.130623";"0.001055";"0.017022";"0.814510";-0.160568088;-0.098568088;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 17: контактный сигнал при 0.000000 В";"17";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 17, 3.100000 В";"17";"";"1522.562500";"498.562500";"1";"2.906821";"2.902365";"0.004456";"0.071863";"0.153278";2.8758208;2.9378208;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 17, 6.200000 В";"17";"";"1913.500000";"889.500000";"1";"5.955683";"5.939724";"0.015959";"0.257401";"0.267961";5.9246832;5.9866832;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 17: контактный сигнал при 6.200000 В";"17";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 18, 0.000000 В";"18";"";"124.312500";"124.312500";"0";"-0.003795";"-0.005341";"0.001546";"0.024938";"";-0.0347953264;0.0272046736;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 18: контактный сигнал при 0.000000 В";"18";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 18, 3.100000 В";"18";"";"1536.812500";"512.812500";"1";"3.014956";"3.013080";"0.001877";"0.030273";"0.062253";2.98395648;3.04595648;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 18, 6.200000 В";"18";"";"1923.125000";"899.125000";"1";"6.029048";"6.014505";"0.014543";"0.234569";"0.241221";5.99804832;6.06004832;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 18: контактный сигнал при 6.200000 В";"18";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 19, 0.000000 В";"19";"";"111.937500";"111.937500";"0";"-0.099835";"-0.101488";"0.001653";"0.026664";"1.655917";-0.130834912;-0.068834912;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 19: контактный сигнал при 0.000000 В";"19";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 19, 3.100000 В";"19";"";"1527.250000";"503.250000";"1";"2.943206";"2.938784";"0.004422";"0.071316";"0.150231";2.91220608;2.97420608;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 19, 6.200000 В";"19";"";"1915.812500";"891.812500";"1";"5.972736";"5.957691";"0.015045";"0.242660";"0.251893";5.941736;6.003736;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 19: контактный сигнал при 6.200000 В";"19";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 20, 0.000000 В";"20";"";"119.750000";"119.750000";"0";"-0.040951";"-0.040789";"0.000161";"0.002602";"0.393983";-0.0719508128;-0.0099508128;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 20: контактный сигнал при 0.000000 В";"20";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 20, 3.100000 В";"20";"";"1533.875000";"509.875000";"1";"2.993914";"2.990257";"0.003657";"0.058984";"0.122149";2.96291392;3.02491392;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 20, 6.200000 В";"20";"";"1923.375000";"899.375000";"1";"6.031396";"6.016447";"0.014949";"0.241115";"0.247855";6.00039648;6.06239648;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 20: контактный сигнал при 6.200000 В";"20";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 21, 0.000000 В";"21";"";"106.250000";"106.250000";"0";"-0.142964";"-0.145677";"0.002713";"0.043755";"1.897533";-0.173963904;-0.111963904;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 21: контактный сигнал при 0.000000 В";"21";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 21, 3.100000 В";"21";"";"1519.875000";"495.875000";"1";"2.883883";"2.881485";"0.002398";"0.038671";"0.083138";2.85288256;2.91488256;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 21, 6.200000 В";"21";"";"1908.625000";"884.625000";"1";"5.915491";"5.901848";"0.013642";"0.220035";"0.230618";5.88449056;5.94649056;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 21: контактный сигнал при 6.200000 В";"21";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 22, 0.000000 В";"22";"";"127.062500";"127.062500";"0";"0.015854";"0.016024";"0.000171";"0.002752";"1.076188";-0.0151461808;0.0468538192;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 22: контактный сигнал при 0.000000 В";"22";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 22, 3.100000 В";"22";"";"1540.750000";"516.750000";"1";"3.048269";"3.043672";"0.004598";"0.074157";"0.150832";3.01726944;3.07926944;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 22, 6.200000 В";"22";"";"1930.875000";"906.875000";"1";"6.088963";"6.074718";"0.014245";"0.229750";"0.233940";6.05796256;6.11996256;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 22: контактный сигнал при 6.200000 В";"22";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 23, 0.000000 В";"23";"";"115.625000";"115.625000";"0";"-0.068807";"-0.072838";"0.004031";"0.065024";"5.859093";-0.0998068864;-0.0378068864;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 23: контактный сигнал при 0.000000 В";"23";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 23, 3.100000 В";"23";"";"1528.875000";"504.875000";"1";"2.956433";"2.951410";"0.005024";"0.081024";"0.169918";2.92543328;2.98743328;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 23, 6.200000 В";"23";"";"1917.375000";"893.375000";"1";"5.984889";"5.969831";"0.015058";"0.242873";"0.251603";5.95388896;6.01588896;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 23: контактный сигнал при 6.200000 В";"23";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 24, 0.000000 В";"24";"";"112.437500";"112.437500";"0";"-0.097683";"-0.097603";"0.000079";"0.001282";"0.081382";-0.12868288;-0.06668288;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 24: контактный сигнал при 0.000000 В";"24";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 24, 3.100000 В";"24";"";"1529.437500";"505.437500";"1";"2.960293";"2.955780";"0.004513";"0.072791";"0.152453";2.92929312;2.99129312;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 24, 6.200000 В";"24";"";"1920.750000";"896.750000";"1";"6.013587";"5.996053";"0.017535";"0.282816";"0.291583";5.9825872;6.0445872;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 24: контактный сигнал при 6.200000 В";"24";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 25, 0.000000 В";"25";"";"117.000000";"117.000000";"0";"-0.062125";"-0.062155";"0.000030";"0.000490";"0.048887";-0.0931250176;-0.0311250176;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 25: контактный сигнал при 0.000000 В";"25";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 25, 3.100000 В";"25";"";"1533.000000";"509.000000";"1";"2.987072";"2.983459";"0.003614";"0.058285";"0.120977";2.95607232;3.01807232;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 25, 6.200000 В";"25";"";"1922.062500";"898.062500";"1";"6.026877";"6.006250";"0.020627";"0.332701";"0.342257";5.99587744;6.05787744;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 25: контактный сигнал при 6.200000 В";"25";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 26, 0.000000 В";"26";"";"113.187500";"113.187500";"0";"-0.087881";"-0.091776";"0.003895";"0.062827";"4.432453";-0.1188810304;-0.0568810304;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 26: контактный сигнал при 0.000000 В";"26";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 26, 3.100000 В";"26";"";"1528.750000";"504.750000";"1";"2.954677";"2.950439";"0.004239";"0.068363";"0.143451";2.92367712;2.98567712;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 26, 6.200000 В";"26";"";"1919.562500";"895.562500";"1";"6.003719";"5.986826";"0.016893";"0.272461";"0.281369";5.97271904;6.03471904;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 26: контактный сигнал при 6.200000 В";"26";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 27, 0.000000 В";"27";"";"118.875000";"118.875000";"0";"-0.044394";"-0.047588";"0.003193";"0.051505";"7.193029";-0.075394416;-0.013394416;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 27: контактный сигнал при 0.000000 В";"27";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 27, 3.100000 В";"27";"";"1531.937500";"507.937500";"1";"2.980338";"2.975204";"0.005134";"0.082806";"0.172261";2.9493376;3.0113376;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 27, 6.200000 В";"27";"";"1917.812500";"893.812500";"1";"5.988393";"5.973230";"0.015163";"0.244565";"0.253207";5.95739296;6.01939296;"НОРМА";""
